name	taxonomy_id	taxonomy_lvl	PM06-C1D01_num	PM06-C1D01_frac	PM06-C1D02_num	PM06-C1D02_frac	PM06-C1D15_num	PM06-C1D15_frac	PM06-C1D36_num	PM06-C1D36_frac	PM06-S1_num	PM06-S1_frac
Rhodoferax saidenbachensis	1484693	S	1	0.00000	10	0.00000	8	0.00000	33	0.00001	0	0.00000
Hydrogenophaga sp. PBC	795665	S	6	0.00000	54	0.00001	6	0.00000	23	0.00000	0	0.00000
Hydrogenophaga sp. BPS33	2651974	S	3	0.00000	68	0.00001	18	0.00001	33	0.00001	0	0.00000
Hydrogenophaga sp. RAC07	1842537	S	1	0.00000	57	0.00001	22	0.00001	50	0.00001	0	0.00000
Hydrogenophaga crassostreae	1763535	S	7	0.00000	8	0.00000	3	0.00000	6	0.00000	0	0.00000
Hydrogenophaga pseudoflava	47421	S	2	0.00000	4	0.00000	2	0.00000	18	0.00000	0	0.00000
Acidovorax avenae	80867	S	5	0.00000	49	0.00001	20	0.00001	82	0.00002	0	0.00000
Acidovorax sp. JS42	232721	S	3	0.00000	105	0.00002	85	0.00002	160	0.00003	0	0.00000
Acidovorax sp. KKS102	358220	S	1	0.00000	0	0.00000	4	0.00000	25	0.00000	0	0.00000
Acidovorax sp. T1	1858609	S	1	0.00000	6	0.00000	0	0.00000	16	0.00000	0	0.00000
Acidovorax sp. 1608163	2478662	S	1	0.00000	1	0.00000	13	0.00000	0	0.00000	0	0.00000
Acidovorax sp. 16-35-5	2743470	S	1	0.00000	4	0.00000	6	0.00000	22	0.00000	0	0.00000
Acidovorax monticola	1926868	S	4	0.00000	22	0.00000	3	0.00000	10	0.00000	0	0.00000
Polaromonas sp. JS666	296591	S	10	0.00000	8	0.00000	9	0.00000	15	0.00000	0	0.00000
Polaromonas naphthalenivorans	216465	S	2	0.00000	4	0.00000	9	0.00000	19	0.00000	2	0.00000
Polaromonas vacuolata	37448	S	1	0.00000	13	0.00000	5	0.00000	12	0.00000	0	0.00000
Serpentinomonas mccroryi	1458426	S	4	0.00000	2	0.00000	1	0.00000	5	0.00000	0	0.00000
Serpentinomonas raichei	1458425	S	1	0.00000	19	0.00000	14	0.00000	28	0.00001	1	0.00000
Simplicispira suum	2109915	S	5	0.00000	2	0.00000	5	0.00000	5	0.00000	2	0.00000
Verminephrobacter eiseniae	364317	S	5	0.00000	8	0.00000	7	0.00000	26	0.00001	4	0.00000
Delftia acidovorans	80866	S	1	0.00000	0	0.00000	6	0.00000	17	0.00000	0	0.00000
Delftia sp. Cs1-4	742013	S	1	0.00000	0	0.00000	0	0.00000	6	0.00000	0	0.00000
Thiomonas arsenitoxydans	426114	S	12	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000
Thiomonas sp. X19	1050370	S	1	0.00000	5	0.00000	12	0.00000	22	0.00000	0	0.00000
[Polyangium] brachysporum	413882	S	3	0.00000	5	0.00000	9	0.00000	40	0.00001	0	0.00000
Inhella inkyongensis	392593	S	2	0.00000	4	0.00000	7	0.00000	15	0.00000	0	0.00000
Leptothrix cholodnii	34029	S	1	0.00000	53	0.00001	13	0.00000	32	0.00001	0	0.00000
Roseateles depolymerans	76731	S	1	0.00000	10	0.00000	5	0.00000	37	0.00001	1	0.00000
Burkholderiales bacterium JOSHI_001	864051	S	9	0.00000	6	0.00000	6	0.00000	29	0.00001	0	0.00000
Burkholderiales bacterium YL45	1834205	S	9	0.00000	31	0.00001	21	0.00001	126	0.00002	0	0.00000
Sutterella megalosphaeroides	2494234	S	10	0.00000	244	0.00005	168	0.00005	899	0.00018	0	0.00000
Sutterella faecalis	2584944	S	5	0.00000	213	0.00004	142	0.00004	820	0.00016	1	0.00000
Methylovorus sp. MP688	887061	S	137	0.00005	3	0.00000	7	0.00000	8	0.00000	0	0.00000
Candidatus Methylopumilus rimovensis	2588535	S	82	0.00003	2	0.00000	3	0.00000	1	0.00000	0	0.00000
Candidatus Methylopumilus planktonicus	1581557	S	3	0.00000	0	0.00000	2	0.00000	2	0.00000	0	0.00000
Candidatus Methylopumilus turicensis	1581680	S	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Methylopumilus universalis	2588536	S	1	0.00000	3	0.00000	12	0.00000	5	0.00000	0	0.00000
Methylotenera mobilis	359408	S	33	0.00001	3	0.00000	6	0.00000	7	0.00000	0	0.00000
Methylophilus medardicus	2588534	S	9	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Nitrosomonas sp. Is79A3	261292	S	153	0.00006	0	0.00000	2	0.00000	0	0.00000	0	0.00000
Nitrosomonas ureae	44577	S	30	0.00001	15	0.00000	9	0.00000	10	0.00000	0	0.00000
Nitrosomonas communis	44574	S	5	0.00000	1	0.00000	5	0.00000	10	0.00000	0	0.00000
Nitrosomonas europaea	915	S	3	0.00000	37	0.00001	14	0.00000	29	0.00001	1	0.00000
Nitrosomonas eutropha	916	S	2	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000
Nitrosospira lacus	1288494	S	33	0.00001	19	0.00000	26	0.00001	40	0.00001	0	0.00000
Nitrosospira briensis	35799	S	5	0.00000	10	0.00000	7	0.00000	24	0.00000	0	0.00000
Gallionella capsiferriformans	370405	S	26	0.00001	23	0.00000	1	0.00000	6	0.00000	0	0.00000
Sulfuricella denitrificans	649841	S	14	0.00001	45	0.00001	19	0.00001	41	0.00001	4	0.00000
Sideroxydans lithotrophicus	63745	S	4	0.00000	8	0.00000	7	0.00000	34	0.00001	0	0.00000
Sulfuriferula plumbiphila	171865	S	1	0.00000	63	0.00001	25	0.00001	107	0.00002	0	0.00000
Sulfuriferula nivalis	2675298	S	1	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000
Nitrosomonadales bacterium 0125_3	2732067	S	17	0.00001	15	0.00000	6	0.00000	48	0.00001	0	0.00000
Nitrosomonadales bacterium skT11	2715678	S	3	0.00000	5	0.00000	13	0.00000	44	0.00001	0	0.00000
Sterolibacteriaceae bacterium M52	2496847	S	4	0.00000	48	0.00001	10	0.00000	38	0.00001	0	0.00000
Sterolibacterium denitrificans	157592	S	1	0.00000	31	0.00001	22	0.00001	45	0.00001	0	0.00000
Denitratisoma oestradiolicum	311182	S	1	0.00000	5	0.00000	8	0.00000	18	0.00000	0	0.00000
Sulfuritortus calidifontis	1914471	S	2	0.00000	6	0.00000	1	0.00000	7	0.00000	1	0.00000
Candidatus Kinetoplastibacterium desouzaii	994692	S	53	0.00002	0	0.00000	6	0.00000	0	0.00000	0	0.00000
Candidatus Kinetoplastibacterium sorsogonicusi	1576550	S	11	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Kinetoplastibacterium crithidii	33056	S	3	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000
Candidatus Kinetoplastibacterium oncopeltii	994696	S	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Casimicrobium huifangae	2591109	S	3	0.00000	3	0.00000	5	0.00000	11	0.00000	0	0.00000
Azoarcus sp. CIB	198107	S	6	0.00000	2	0.00000	7	0.00000	18	0.00000	0	0.00000
Azoarcus sp. M9-3-2	2016596	S	6	0.00000	38	0.00001	17	0.00000	33	0.00001	0	0.00000
Azoarcus sp. KH32C	748247	S	3	0.00000	171	0.00003	49	0.00001	85	0.00002	0	0.00000
Azoarcus sp. DD4	2027405	S	2	0.00000	51	0.00001	26	0.00001	54	0.00001	0	0.00000
Azoarcus sp. SY39	2067960	S	2	0.00000	8	0.00000	1	0.00000	8	0.00000	1	0.00000
Azoarcus communis	41977	S	7	0.00000	33	0.00001	24	0.00001	59	0.00001	0	0.00000
Thauera sp. K11	2005884	S	6	0.00000	26	0.00000	10	0.00000	16	0.00000	3	0.00000
Thauera sp. MZ1T	85643	S	2	0.00000	6	0.00000	31	0.00001	9	0.00000	1	0.00000
Thauera chlorobenzoica	96773	S	1	0.00000	6	0.00000	5	0.00000	19	0.00000	0	0.00000
Thauera humireducens	1134435	S	1	0.00000	51	0.00001	24	0.00001	43	0.00001	1	0.00000
Azospira sp. I09	1765049	S	2	0.00000	5	0.00000	4	0.00000	21	0.00000	0	0.00000
Campylobacter showae	204	S	1790	0.00069	0	0.00000	2	0.00000	13	0.00000	0	0.00000
Campylobacter concisus	199	S	1295	0.00050	8	0.00000	10	0.00000	14	0.00000	4	0.00000
Campylobacter rectus	203	S	214	0.00008	0	0.00000	1	0.00000	1	0.00000	0	0.00000
Campylobacter curvus	200	S	128	0.00005	3	0.00000	6	0.00000	22	0.00000	0	0.00000
Campylobacter insulaenigrae	260714	S	124	0.00005	0	0.00000	1	0.00000	1	0.00000	0	0.00000
Campylobacter pinnipediorum	1965231	S	78	0.00003	0	0.00000	4	0.00000	1	0.00000	0	0.00000
Campylobacter helveticus	28898	S	79	0.00003	10	0.00000	5	0.00000	7	0.00000	1	0.00000
Campylobacter hyointestinalis	198	S	63	0.00002	0	0.00000	6	0.00000	5	0.00000	0	0.00000
Campylobacter volucris	1031542	S	49	0.00002	3	0.00000	3	0.00000	3	0.00000	0	0.00000
Campylobacter avium	522485	S	36	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter fetus	196	S	38	0.00001	3	0.00000	3	0.00000	1	0.00000	4	0.00000
Campylobacter subantarcticus	497724	S	32	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter sp. RM16704	1500960	S	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter sp. RM6137	1660073	S	8	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000
Campylobacter sp. CCUG 57310	2517362	S	5	0.00000	1	0.00000	9	0.00000	6	0.00000	0	0.00000
Campylobacter sp. RM16192	1660080	S	4	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000
Campylobacter lanienae	75658	S	24	0.00001	0	0.00000	0	0.00000	3	0.00000	0	0.00000
Campylobacter coli	195	S	37	0.00001	14	0.00000	190	0.00005	440	0.00009	0	0.00000
Campylobacter canadensis	449520	S	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter jejuni	197	S	68	0.00003	653	0.00012	489	0.00014	1393	0.00027	0	0.00000
Campylobacter gracilis	824	S	16	0.00001	1	0.00000	3	0.00000	7	0.00000	0	0.00000
Campylobacter ureolyticus	827	S	16	0.00001	1	0.00000	3	0.00000	3	0.00000	3	0.00000
Campylobacter cuniculorum	374106	S	13	0.00001	0	0.00000	0	0.00000	4	0.00000	0	0.00000
Campylobacter iguaniorum	1244531	S	12	0.00000	0	0.00000	5	0.00000	2	0.00000	0	0.00000
Campylobacter lari	201	S	13	0.00001	2	0.00000	5	0.00000	2	0.00000	0	0.00000
Campylobacter hominis	76517	S	11	0.00000	0	0.00000	5	0.00000	3	0.00000	0	0.00000
Campylobacter blaseri	2042961	S	9	0.00000	0	0.00000	3	0.00000	3	0.00000	0	0.00000
Campylobacter sputorum	206	S	7	0.00000	2	0.00000	15	0.00000	9	0.00000	0	0.00000
Campylobacter upsaliensis	28080	S	14	0.00001	0	0.00000	15	0.00000	21	0.00000	0	0.00000
Campylobacter corcagiensis	1448857	S	4	0.00000	0	0.00000	3	0.00000	1	0.00000	0	0.00000
Campylobacter geochelonis	1780362	S	4	0.00000	1	0.00000	5	0.00000	11	0.00000	3	0.00000
Campylobacter ornithocola	1848766	S	2	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter mucosalis	202	S	1	0.00000	8	0.00000	15	0.00000	26	0.00001	0	0.00000
Arcobacter cryaerophilus	28198	S	112	0.00004	12	0.00000	4	0.00000	55	0.00001	0	0.00000
Arcobacter anaerophilus	877500	S	82	0.00003	0	0.00000	5	0.00000	3	0.00000	0	0.00000
Arcobacter lekithochrous	1904463	S	47	0.00002	4	0.00000	5	0.00000	18	0.00000	0	0.00000
Arcobacter lanthieri	1355374	S	24	0.00001	3	0.00000	7	0.00000	5	0.00000	0	0.00000
Arcobacter butzleri	28197	S	22	0.00001	1	0.00000	14	0.00000	5	0.00000	0	0.00000
Arcobacter mytili	603050	S	19	0.00001	0	0.00000	3	0.00000	0	0.00000	0	0.00000
Arcobacter nitrofigilis	28199	S	17	0.00001	2	0.00000	2	0.00000	2	0.00000	2	0.00000
Arcobacter skirrowii	28200	S	19	0.00001	5	0.00000	13	0.00000	4	0.00000	0	0.00000
Arcobacter suis	1278212	S	12	0.00000	2	0.00000	3	0.00000	6	0.00000	0	0.00000
Arcobacter venerupis	1054033	S	12	0.00000	0	0.00000	1	0.00000	5	0.00000	0	0.00000
Arcobacter pacificus	1080223	S	8	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Arcobacter halophilus	197482	S	6	0.00000	0	0.00000	4	0.00000	0	0.00000	0	0.00000
Arcobacter ellisii	913109	S	5	0.00000	18	0.00000	1	0.00000	8	0.00000	0	0.00000
Arcobacter molluscorum	1032072	S	5	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000
Arcobacter cibarius	255507	S	5	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000
Arcobacter defluvii	873191	S	5	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000
Arcobacter trophiarum	708186	S	4	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000
Arcobacter thereius	544718	S	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arcobacter cloacae	1054034	S	3	0.00000	10	0.00000	7	0.00000	11	0.00000	0	0.00000
Arcobacter aquimarinus	1315211	S	3	0.00000	4	0.00000	3	0.00000	4	0.00000	0	0.00000
Arcobacter canalis	1912871	S	3	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Arcobacter marinus	505249	S	2	0.00000	2	0.00000	4	0.00000	6	0.00000	0	0.00000
Arcobacter peruensis	2320140	S	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halarcobacter bivalviorum	663364	S	56	0.00002	0	0.00000	4	0.00000	2	0.00000	0	0.00000
Halarcobacter ebronensis	1462615	S	44	0.00002	10	0.00000	3	0.00000	15	0.00000	0	0.00000
Arcobacter sp. L	944547	S	56	0.00002	0	0.00000	0	0.00000	0	0.00000	2	0.00000
Arcobacter sp. LPB0137	1850254	S	6	0.00000	0	0.00000	9	0.00000	0	0.00000	0	0.00000
[Arcobacter] porcinus	1935204	S	12	0.00000	0	0.00000	1	0.00000	13	0.00000	0	0.00000
Aliiarcobacter faecis	1564138	S	5	0.00000	11	0.00000	2	0.00000	10	0.00000	0	0.00000
Pseudoarcobacter acticola	1849015	S	9	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000
Sulfurospirillum halorespirans	194424	S	102	0.00004	2	0.00000	0	0.00000	3	0.00000	0	0.00000
Sulfurospirillum sp. UCH001	1581011	S	54	0.00002	5	0.00000	0	0.00000	8	0.00000	0	0.00000
Sulfurospirillum sp. JPD-1	220622	S	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sulfurospirillum barnesii	44674	S	37	0.00001	1	0.00000	7	0.00000	2	0.00000	0	0.00000
Sulfurospirillum deleyianum	65553	S	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sulfurospirillum cavolei	366522	S	5	0.00000	9	0.00000	6	0.00000	9	0.00000	0	0.00000
Sulfurimonas sp. GYSZ_1	2590022	S	69	0.00003	9	0.00000	6	0.00000	8	0.00000	0	0.00000
Sulfurimonas sp. CVO	2283483	S	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sulfurimonas sp. NW10	2509341	S	10	0.00000	6	0.00000	8	0.00000	9	0.00000	0	0.00000
Sulfurimonas gotlandica	1176482	S	83	0.00003	2	0.00000	1	0.00000	3	0.00000	0	0.00000
Sulfurimonas denitrificans	39766	S	5	0.00000	1	0.00000	2	0.00000	4	0.00000	0	0.00000
Sulfurimonas autotrophica	202747	S	1	0.00000	4	0.00000	0	0.00000	5	0.00000	1	0.00000
Helicobacter pylori	210	S	48	0.00002	5	0.00000	20	0.00001	12	0.00000	0	0.00000
Helicobacter canadensis	123841	S	9	0.00000	15	0.00000	7	0.00000	21	0.00000	0	0.00000
Helicobacter felis	214	S	5	0.00000	1	0.00000	4	0.00000	4	0.00000	0	0.00000
Helicobacter apodemus	135569	S	5	0.00000	1	0.00000	1	0.00000	1	0.00000	0	0.00000
Helicobacter cetorum	138563	S	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Helicobacter cholecystus	45498	S	3	0.00000	2	0.00000	5	0.00000	7	0.00000	0	0.00000
Helicobacter suis	104628	S	3	0.00000	4	0.00000	12	0.00000	5	0.00000	0	0.00000
Helicobacter hepaticus	32025	S	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Helicobacter bilis	37372	S	2	0.00000	1	0.00000	1	0.00000	3	0.00000	0	0.00000
Helicobacter cinaedi	213	S	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Nitratifractor salsuginis	269261	S	2	0.00000	30	0.00001	16	0.00000	34	0.00001	0	0.00000
Sulfurovum sp. NBC37-1	387093	S	98	0.00004	1	0.00000	5	0.00000	2	0.00000	0	0.00000
Nitratiruptor labii	2706014	S	2	0.00000	1	0.00000	1	0.00000	4	0.00000	0	0.00000
Nitratiruptor sp. SB155-2	387092	S	1	0.00000	0	0.00000	3	0.00000	2	0.00000	0	0.00000
Caminibacter mediatlanticus	291048	S	15	0.00001	2	0.00000	5	0.00000	12	0.00000	0	0.00000
Cetia pacifica	1424653	S	7	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000
Nautilia sp. PV-1	2579250	S	3	0.00000	1	0.00000	3	0.00000	5	0.00000	0	0.00000
Desulfovibrio ferrophilus	241368	S	62	0.00002	20	0.00000	15	0.00000	4	0.00000	0	0.00000
Desulfovibrio sp. 86	2666132	S	31	0.00001	662	0.00012	281	0.00008	80	0.00002	0	0.00000
Desulfovibrio desulfuricans	876	S	22	0.00001	4997	0.00093	2184	0.00062	487	0.00010	2	0.00000
Desulfovibrio fairfieldensis	44742	S	13	0.00001	308	0.00006	132	0.00004	81	0.00002	0	0.00000
Desulfovibrio gigas	879	S	12	0.00000	9	0.00000	15	0.00000	5	0.00000	0	0.00000
Desulfovibrio carbinolicus	296842	S	14	0.00001	50	0.00001	15	0.00000	32	0.00001	0	0.00000
Desulfovibrio vulgaris	881	S	7	0.00000	97	0.00002	56	0.00002	50	0.00001	0	0.00000
Desulfovibrio hydrothermalis	191026	S	6	0.00000	8	0.00000	0	0.00000	8	0.00000	0	0.00000
Desulfovibrio sulfodismutans	63561	S	5	0.00000	31	0.00001	16	0.00000	29	0.00001	0	0.00000
Desulfovibrio salexigens	880	S	4	0.00000	12	0.00000	14	0.00000	12	0.00000	0	0.00000
Desulfovibrio piger	901	S	4	0.00000	140	0.00003	59	0.00002	44	0.00001	3	0.00000
Desulfovibrio carbinoliphilus	345370	S	4	0.00000	12	0.00000	12	0.00000	9	0.00000	0	0.00000
Desulfovibrio alaskensis	58180	S	4	0.00000	45	0.00001	35	0.00001	43	0.00001	0	0.00000
Desulfovibrio marinus	370038	S	2	0.00000	25	0.00000	21	0.00001	30	0.00001	2	0.00000
Candidatus Desulfovibrio trichonymphae	1725232	S	2	0.00000	59	0.00001	24	0.00001	52	0.00001	0	0.00000
Lawsonia intracellularis	29546	S	51	0.00002	2	0.00000	6	0.00000	8	0.00000	2	0.00000
Pseudodesulfovibrio sp. SRB007	2678688	S	9	0.00000	16	0.00000	4	0.00000	28	0.00001	0	0.00000
Pseudodesulfovibrio sp. zrk46	2725288	S	2	0.00000	3	0.00000	10	0.00000	13	0.00000	0	0.00000
Pseudodesulfovibrio piezophilus	879567	S	10	0.00000	3	0.00000	6	0.00000	13	0.00000	0	0.00000
Pseudodesulfovibrio indicus	1716143	S	4	0.00000	6	0.00000	4	0.00000	4	0.00000	0	0.00000
Desulfocurvibacter africanus	873	S	1	0.00000	47	0.00001	15	0.00000	34	0.00001	0	0.00000
Desulfomicrobium baculatum	899	S	1	0.00000	14	0.00000	17	0.00000	16	0.00000	0	0.00000
Desulfomicrobium orale	132132	S	1	0.00000	6	0.00000	10	0.00000	7	0.00000	0	0.00000
Geobacter lovleyi	313985	S	51	0.00002	2	0.00000	6	0.00000	18	0.00000	0	0.00000
Geobacter uraniireducens	351604	S	49	0.00002	39	0.00001	13	0.00000	81	0.00002	0	0.00000
Geobacter sp. DSM 9736	1277350	S	35	0.00001	19	0.00000	14	0.00000	21	0.00000	0	0.00000
Geobacter sp. M18	443143	S	7	0.00000	76	0.00001	31	0.00001	57	0.00001	0	0.00000
Geobacter sp. FeAm09	2597769	S	4	0.00000	47	0.00001	37	0.00001	77	0.00002	0	0.00000
Geobacter sulfurreducens	35554	S	17	0.00001	135	0.00003	62	0.00002	78	0.00002	0	0.00000
Geobacter metallireducens	28232	S	6	0.00000	7	0.00000	3	0.00000	38	0.00001	0	0.00000
Geobacter pickeringii	345632	S	3	0.00000	9	0.00000	7	0.00000	15	0.00000	0	0.00000
Geobacter daltonii	1203471	S	3	0.00000	19	0.00000	14	0.00000	25	0.00000	0	0.00000
Geobacter anodireducens	1340425	S	2	0.00000	0	0.00000	2	0.00000	13	0.00000	0	0.00000
Geoalkalibacter subterraneus	483547	S	10	0.00000	65	0.00001	48	0.00001	70	0.00001	0	0.00000
Pelobacter propionicus	29543	S	14	0.00001	30	0.00001	31	0.00001	68	0.00001	0	0.00000
Pelobacter sp. SFB93	1842532	S	6	0.00000	66	0.00001	20	0.00001	55	0.00001	0	0.00000
Pelobacter carbinolicus	19	S	4	0.00000	8	0.00000	14	0.00000	10	0.00000	0	0.00000
Desulfuromonas sp. DDH964	1823759	S	14	0.00001	1	0.00000	4	0.00000	15	0.00000	0	0.00000
Desulfuromonas soudanensis	1603606	S	5	0.00000	10	0.00000	15	0.00000	20	0.00000	0	0.00000
Desulfobacula toluolica	28223	S	75	0.00003	7	0.00000	3	0.00000	10	0.00000	0	0.00000
Desulfobacter hydrogenophilus	2291	S	67	0.00003	5	0.00000	4	0.00000	19	0.00000	0	0.00000
Desulfatibacillum aliphaticivorans	218208	S	32	0.00001	9	0.00000	19	0.00001	19	0.00000	0	0.00000
Desulfobacterium autotrophicum	2296	S	12	0.00000	31	0.00001	15	0.00000	28	0.00001	0	0.00000
Desulfosarcina alkanivorans	571177	S	10	0.00000	10	0.00000	8	0.00000	5	0.00000	0	0.00000
Desulfosarcina widdelii	947919	S	1	0.00000	11	0.00000	16	0.00000	31	0.00001	0	0.00000
Desulfococcus multivorans	897	S	8	0.00000	32	0.00001	25	0.00001	38	0.00001	0	0.00000
Desulfobulbus propionicus	894	S	6	0.00000	6	0.00000	7	0.00000	21	0.00000	0	0.00000
Desulfobulbus oralis	1986146	S	1	0.00000	46	0.00001	26	0.00001	41	0.00001	0	0.00000
Desulfopila sp. IMCC35004	2569540	S	7	0.00000	31	0.00001	29	0.00001	31	0.00001	0	0.00000
Desulfotalea psychrophila	84980	S	1	0.00000	3	0.00000	1	0.00000	8	0.00000	0	0.00000
Myxococcus xanthus	34	S	57	0.00002	9	0.00000	19	0.00001	46	0.00001	1	0.00000
Corallococcus coralloides	184914	S	5	0.00000	20	0.00000	21	0.00001	49	0.00001	0	0.00000
Corallococcus macrosporus	35	S	2	0.00000	39	0.00001	12	0.00000	24	0.00000	4	0.00000
Anaeromyxobacter dehalogenans	161493	S	12	0.00000	12	0.00000	11	0.00000	21	0.00000	0	0.00000
Anaeromyxobacter sp. Fw109-5	404589	S	4	0.00000	5	0.00000	11	0.00000	25	0.00000	0	0.00000
Vulgatibacter incomptus	1391653	S	3	0.00000	9	0.00000	4	0.00000	23	0.00000	0	0.00000
Archangium gephyra	48	S	2	0.00000	12	0.00000	6	0.00000	32	0.00001	0	0.00000
Sorangium cellulosum	56	S	12	0.00000	82	0.00002	46	0.00001	106	0.00002	0	0.00000
Pajaroellobacter abortibovis	1882918	S	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Minicystis rosea	888845	S	4	0.00000	34	0.00001	11	0.00000	38	0.00001	1	0.00000
Labilithrix luteola	1391654	S	1	0.00000	15	0.00000	12	0.00000	24	0.00000	0	0.00000
Haliangium ochraceum	80816	S	2	0.00000	33	0.00001	24	0.00001	32	0.00001	0	0.00000
Hippea maritima	84405	S	33	0.00001	5	0.00000	0	0.00000	4	0.00000	0	0.00000
Desulfurella acetivorans	33002	S	13	0.00001	0	0.00000	2	0.00000	8	0.00000	0	0.00000
Syntrophobacter fumaroxidans	119484	S	13	0.00001	8	0.00000	8	0.00000	14	0.00000	0	0.00000
Desulfoglaeba alkanexedens	361111	S	10	0.00000	12	0.00000	1	0.00000	13	0.00000	1	0.00000
Syntrophus aciditrophicus	316277	S	15	0.00001	36	0.00001	18	0.00001	28	0.00001	0	0.00000
Candidatus Desulfofervidus auxilii	1621989	S	2	0.00000	1	0.00000	8	0.00000	6	0.00000	0	0.00000
Bradyrhizobium sp.	376	S	132	0.00005	8	0.00000	18	0.00001	7	0.00000	0	0.00000
Bradyrhizobium sp. CCGE-LA001	1223566	S	3	0.00000	26	0.00000	15	0.00000	62	0.00001	0	0.00000
Bradyrhizobium sp. WSM471	319017	S	12	0.00000	45	0.00001	0	0.00000	39	0.00001	0	0.00000
Bradyrhizobium sp. 6(2017)	1197460	S	2	0.00000	4	0.00000	7	0.00000	18	0.00000	2	0.00000
Bradyrhizobium sp. CCBAU 051011	858422	S	1	0.00000	4	0.00000	8	0.00000	4	0.00000	0	0.00000
Bradyrhizobium sp. 1(2017)	1404888	S	1	0.00000	5	0.00000	4	0.00000	18	0.00000	0	0.00000
Bradyrhizobium canariense	255045	S	54	0.00002	30	0.00001	11	0.00000	30	0.00001	4	0.00000
Bradyrhizobium guangzhouense	1325095	S	8	0.00000	4	0.00000	5	0.00000	12	0.00000	0	0.00000
Bradyrhizobium vignae	1549949	S	4	0.00000	1	0.00000	3	0.00000	14	0.00000	1	0.00000
Bradyrhizobium erythrophlei	1437360	S	2	0.00000	61	0.00001	30	0.00001	45	0.00001	1	0.00000
Bradyrhizobium amphicarpaeae	1404768	S	2	0.00000	26	0.00000	4	0.00000	4	0.00000	0	0.00000
Bradyrhizobium diazoefficiens	1355477	S	3	0.00000	5	0.00000	0	0.00000	19	0.00000	0	0.00000
Bradyrhizobium elkanii	29448	S	1	0.00000	57	0.00001	13	0.00000	47	0.00001	0	0.00000
Bradyrhizobium guangdongense	1325090	S	1	0.00000	81	0.00002	29	0.00001	23	0.00000	7	0.00000
Tardiphaga robiniae	943830	S	133	0.00005	2	0.00000	4	0.00000	3	0.00000	0	0.00000
Rhodopseudomonas palustris	1076	S	51	0.00002	65	0.00001	81	0.00002	130	0.00003	1	0.00000
Bosea sp. PAMC 26642	1792307	S	8	0.00000	2	0.00000	2	0.00000	2	0.00000	1	0.00000
Bosea sp. RAC05	1842539	S	2	0.00000	0	0.00000	7	0.00000	1	0.00000	0	0.00000
Bosea sp. AS-1	2015316	S	1	0.00000	9	0.00000	11	0.00000	13	0.00000	0	0.00000
Bosea sp. ANAM02	2020412	S	1	0.00000	8	0.00000	2	0.00000	14	0.00000	0	0.00000
Bosea sp. F3-2	2599640	S	1	0.00000	113	0.00002	18	0.00001	71	0.00001	0	0.00000
Nitrobacter hamburgensis	912	S	2	0.00000	28	0.00001	8	0.00000	20	0.00000	0	0.00000
Oligotropha carboxidovorans	40137	S	1	0.00000	6	0.00000	3	0.00000	7	0.00000	0	0.00000
Variibacter gotjawalensis	1333996	S	1	0.00000	62	0.00001	17	0.00000	62	0.00001	0	0.00000
Mesorhizobium sp. Pch-S	2082387	S	51	0.00002	19	0.00000	5	0.00000	19	0.00000	0	0.00000
